33	48
37	47
40	48
38	48
40	48
39	48
39	48
39	48
39	48
43	47
43	48
45	50
46	47
45	49
42	48
43	48
42	48
43	45
44	48
44	48
45	47
45	51
43	48
42	49
42	46
39	48
40	49
44	49
43	51
46	49
43	48
43	48
40	48
45	48
45	48
46	48
43	48
48	47
44	48
47	48
48	48
48	48
48	47
48	46
48	47
47	47
48	47
51	46
52	44
49	43
48	43
48	43
48	42
48	44
48	41
48	41
52	39
48	39
48	39
48	39
44	39
49	38
48	37
47	36
46	36
48	34
48	32
48	32
48	31
50	29
47	30
47	30
43	30
47	30
45	28
45	28
43	29
43	29
44	28
44	28
39	28
43	26
42	25
42	26
43	25
43	24
42	24
41	25
38	22
38	24
39	24
39	22
39	17
39	17
36	18
35	16
32	15
34	15
33	14
32	14
31	14
33	13
31	12
31	11
29	12
29	9
28	7
27	8
28	7
26	7
25	6
24	6
21	3
21	3
24	4
24	4
22	3
21	3
19	3
18	2
17	3
16	6
16	1
16	2
15	1
15	0
14	1
15	1
12	0
14	2
14	0
13	1
13	0
13	1
12	1
12	0
11	1
10	0
9	1
9	0
8	4
8	4
8	0
9	1
8	1
7	1
7	2
6	1
6	0
7	0
7	1
7	1
6	1
7	1
6	1
6	2
6	2
4	2
6	2
5	2
4	2
5	2
5	2
3	4
4	3
3	7
5	5
4	6
4	6
7	6
3	6
3	6
3	7
3	7
3	7
3	8
3	9
4	9
7	8
5	7
5	10
5	9
4	12
5	12
3	12
4	14
4	13
4	14
5	12
5	13
5	14
4	16
5	12
6	12
5	15
6	15
5	15
6	17
6	15
7	16
7	16
8	18
7	17
7	16
5	15
8	17
7	17
7	20
7	17
8	21
9	18
7	19
9	19
7	21
8	19
7	24
9	23
9	22
11	20
12	22
10	22
11	23
10	22
10	24
11	24
12	22
13	24
10	24
12	24
12	24
13	24
11	24
13	24
17	22
14	24
13	24
11	24
16	26
14	24
15	24
16	24
16	24
16	24
16	25
17	24
20	25
18	25
18	24
17	27
19	25
19	24
22	22
22	23
22	25
24	25
25	25
24	25
26	26
24	24
25	27
26	25
28	26
26	26
27	25
29	24
30	24
29	24
28	25
31	22
31	22
30	24
31	24
31	24
31	24
32	24
31	24
31	24
32	24
33	24
33	24
34	24
33	24
31	24
33	24
34	24
38	24
34	24
34	24
33	24
35	24
35	24
34	24
35	24
37	24
34	21
36	20
34	22
37	24
34	22
32	24
34	22
33	19
34	20
36	21
38	18
36	17
36	20
35	21
36	19
39	19
35	19
34	20
33	15
36	20
36	17
37	18
35	16
38	19
37	16
37	17
36	17
39	18
38	16
37	17
37	15
36	16
39	15
39	15
39	14
38	15
37	14
39	11
38	14
41	14
39	13
36	13
38	13
39	12
39	12
42	11
38	11
38	9
38	12
38	12
38	11
38	10
39	10
37	10
37	8
37	9
36	9
37	8
35	8
34	9
34	7
35	7
34	8
34	6
33	8
33	10
34	5
32	7
31	7
31	7
29	7
32	7
31	7
29	7
30	7
30	7
29	6
29	7
28	6
28	7
28	7
27	7
26	5
26	4
26	6
27	6
28	5
28	6
25	6
25	7
24	6
25	4
24	6
24	9
26	3
24	5
25	4
24	4
21	5
26	3
22	3
25	4
22	5
24	3
20	4
20	4
16	3
18	4
17	3
17	3
17	6
17	3
16	3
15	3
19	3
13	2
14	2
14	3
15	2
17	2
14	2
14	3
16	1
13	3
14	1
12	2
16	2
14	2
14	2
14	1
13	2
14	1
14	1
13	2
14	1
10	1
12	1
13	2
12	0
12	2
13	0
13	2
12	2
13	1
12	1
10	4
12	1
12	1
12	0
12	1
14	0
12	1
7	0
7	0
5	0
10	0
8	0
7	4
6	0
8	2
8	1
5	3
8	0
8	1
6	0
6	0
6	1
5	3
4	1
3	4
3	1
2	4
2	0
3	2
2	2
3	3
3	3
4	3
3	4
3	6
2	6
2	7
2	7
3	7
3	7
2	10
2	9
3	8
3	9
1	12
3	10
3	11
3	11
2	14
2	13
3	13
3	13
3	17
3	13
2	14
5	14
2	15
4	15
5	13
5	15
3	16
5	16
5	17
5	15
6	18
6	18
5	20
4	19
6	20
6	18
6	22
6	21
5	24
5	22
7	24
7	24
7	24
7	21
5	26
7	24
7	25
8	25
8	24
8	26
8	28
9	28
8	28
9	28
9	24
9	28
10	30
10	29
12	29
11	28
15	29
12	29
12	30
13	30
12	30
14	30
13	31
11	30
13	31
15	32
14	34
11	32
15	34
15	34
15	38
16	34
15	35
15	35
17	35
15	39
18	36
16	35
19	37
17	36
18	37
17	38
